tissue,annotation_level,celltype,marker
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Extratelencephalon-Projecting",COL24A1
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Extratelencephalon-Projecting",HOMER1
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Extratelencephalon-Projecting",NRG1
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Extratelencephalon-Projecting",VAT1L
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Extratelencephalon-Projecting",FAM19A1
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Extratelencephalon-Projecting",CBLN2
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",CADPS2
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",CHN2
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",IL1RAPL2
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",CPNE4
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",RORB
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",CNTN5
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",TOX
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",FSTL5
Motor Cortex,subclass,"Layer 5 Glutamatergic Neuron, Intratelencephalon-Projecting",POU6F2
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",CDH6
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",NPSR1.AS1
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",HTR2C
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",ZNF385D
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",ITGA8
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",CPNE4
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",NXPH2
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",CRYM
Motor Cortex,subclass,"Layer 5-6 Glutamatergic Neuron, Near-Projecting",ASIC2
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",KIAA1217
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",TRPM3
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",MEIS2
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",SEMA5A
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",SEMA3E
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",EGFEM1P
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",SORCS1
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",HS3ST4
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Corticothalamic-Projecting",TOX
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",MLIP
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",CDH12
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",CDH13
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",LY86.AS1
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",THEMIS
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",PDZRN4
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",CDH9
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",FSTL5
Motor Cortex,subclass,"Layer 6 Glutamatergic Neuron, Intratelencephalon-Projecting",CBLN2
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",NTNG2
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",NR4A2
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",POSTN
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",KCNMB2
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",B3GAT2
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",RNF152
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",OLFML2B
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",STK32B
Motor Cortex,subclass,"Layer 6 Car3+ Glutamatergic Neuron, Intratelencephalon-Projecting",GAS2L3
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,KIAA1217
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,TLE4
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,MARCH1
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,MDFIC
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,KCNMB2
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,NTM
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,C10ORF11
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,CDH9
Motor Cortex,subclass,Layer 6B Glutamatergic Neuron,FOXP2
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,LAMP5
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,MYO16
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,PRELID2
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,RELN
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,PTPRT
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,EYA4
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,PTCHD4
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,GRIA4
Motor Cortex,subclass,Lamp5+ GABAergic Neuron,FBXL7
Motor Cortex,subclass,microglia / Perivascular Macrophage,CSF1R
Motor Cortex,subclass,microglia / Perivascular Macrophage,APBB1IP
Motor Cortex,subclass,microglia / Perivascular Macrophage,SLCO2B1
Motor Cortex,subclass,microglia / Perivascular Macrophage,PTPRC
Motor Cortex,subclass,microglia / Perivascular Macrophage,P2RY12
Motor Cortex,subclass,microglia / Perivascular Macrophage,TBXAS1
Motor Cortex,subclass,microglia / Perivascular Macrophage,CX3CR1
Motor Cortex,subclass,microglia / Perivascular Macrophage,BLNK
Motor Cortex,subclass,microglia / Perivascular Macrophage,FYB
Motor Cortex,subclass,oligodendrocyte,ST18
Motor Cortex,subclass,oligodendrocyte,NCKAP5
Motor Cortex,subclass,oligodendrocyte,SLC44A1
Motor Cortex,subclass,oligodendrocyte,ENPP2
Motor Cortex,subclass,oligodendrocyte,CTNNA3
Motor Cortex,subclass,oligodendrocyte,MBP
Motor Cortex,subclass,oligodendrocyte,MOBP
Motor Cortex,subclass,oligodendrocyte,RNF220
Motor Cortex,subclass,oligodendrocyte,QKI
Motor Cortex,subclass,oligodendrocyte Precursor Cell,FERMT1
Motor Cortex,subclass,oligodendrocyte Precursor Cell,ZCCHC24
Motor Cortex,subclass,oligodendrocyte Precursor Cell,BCHE
Motor Cortex,subclass,oligodendrocyte Precursor Cell,PDGFRA
Motor Cortex,subclass,oligodendrocyte Precursor Cell,STK32A
Motor Cortex,subclass,oligodendrocyte Precursor Cell,SMOC1
Motor Cortex,subclass,oligodendrocyte Precursor Cell,COL9A1
Motor Cortex,subclass,oligodendrocyte Precursor Cell,OLIG1
Motor Cortex,subclass,oligodendrocyte Precursor Cell,BCAS1
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,SDK1
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,DPP10
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,MYO16
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,ERBB4
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,SLIT2
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,ZNF804A
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,BTBD11
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,GRIA4
Motor Cortex,subclass,Pvalb+ GABAergic Neuron,PVALB
Motor Cortex,subclass,Sncg+ GABAergic Neuron,MAML3
Motor Cortex,subclass,Sncg+ GABAergic Neuron,SNCG
Motor Cortex,subclass,Sncg+ GABAergic Neuron,ADARB2
Motor Cortex,subclass,Sncg+ GABAergic Neuron,CNTN5
Motor Cortex,subclass,Sncg+ GABAergic Neuron,CXCL14
Motor Cortex,subclass,Sncg+ GABAergic Neuron,SLC8A1
Motor Cortex,subclass,Sncg+ GABAergic Neuron,FSTL5
Motor Cortex,subclass,Sncg+ GABAergic Neuron,NPAS3
Motor Cortex,subclass,Sncg+ GABAergic Neuron,ASIC2
Motor Cortex,subclass,Sst+ GABAergic Neuron,SST
Motor Cortex,subclass,Sst+ GABAergic Neuron,COL25A1
Motor Cortex,subclass,Sst+ GABAergic Neuron,GRID2
Motor Cortex,subclass,Sst+ GABAergic Neuron,NXPH1
Motor Cortex,subclass,Sst+ GABAergic Neuron,TRHDE
Motor Cortex,subclass,Sst+ GABAergic Neuron,RALYL
Motor Cortex,subclass,Sst+ GABAergic Neuron,SLC8A1
Motor Cortex,subclass,Sst+ GABAergic Neuron,ST6GALNAC5
Motor Cortex,subclass,Sst+ GABAergic Neuron,SOX6
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,CRHBP
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,ANKRD34B
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,SST
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,CHODL
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,STAC
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,FAM46A
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,NPY2R
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,NOS1
Motor Cortex,subclass,Sst+ Chodl+ GABAergic Neuron,OTOF
Motor Cortex,subclass,Vip+ GABAergic Neuron,SLC24A3
Motor Cortex,subclass,Vip+ GABAergic Neuron,SYNPR
Motor Cortex,subclass,Vip+ GABAergic Neuron,KCNT2
Motor Cortex,subclass,Vip+ GABAergic Neuron,ERBB4
Motor Cortex,subclass,Vip+ GABAergic Neuron,GRM7
Motor Cortex,subclass,Vip+ GABAergic Neuron,THSD7A
Motor Cortex,subclass,Vip+ GABAergic Neuron,ADARB2
Motor Cortex,subclass,Vip+ GABAergic Neuron,VIP
Motor Cortex,subclass,Vip+ GABAergic Neuron,LRP1B
Motor Cortex,subclass,vascular Lepotomeningeal Cell,COL1A2
Motor Cortex,subclass,vascular Lepotomeningeal Cell,ITIH5
Motor Cortex,subclass,vascular Lepotomeningeal Cell,SRPX2
Motor Cortex,subclass,vascular Lepotomeningeal Cell,C7
Motor Cortex,subclass,vascular Lepotomeningeal Cell,COL6A2
Motor Cortex,subclass,vascular Lepotomeningeal Cell,EBF1
Motor Cortex,subclass,vascular Lepotomeningeal Cell,FLVCR2
Motor Cortex,subclass,vascular Lepotomeningeal Cell,FMO2
Motor Cortex,subclass,vascular Lepotomeningeal Cell,TBX18
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,GRM3
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,GJA1
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,ID3
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,TMEM132C
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,PDE4D
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,CTNNA2
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,SERPINI2
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,ETNPPL
Motor Cortex,cluster,FGFR3+ SERPINI2+ Layer 1 Astrocyte,FGFR3
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,LINC00609
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,RASL12
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,GJA1
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,ADAMTSL3
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,ANGPTL4
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,TNC
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,AQP1
Motor Cortex,cluster,FGFR3+ AQP1+ Layer 1-6 Astrocyte,FGFR3
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,GJA1
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,SLCO1C1
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,COL5A3
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,PLCG1
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,HPSE2
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,NDRG2
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,PRODH
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,ETNPPL
Motor Cortex,cluster,FGFR3+ PLCG1+ Layer 1-6 Astrocyte,PLCB1
Motor Cortex,cluster,NOSTRIN+ SRGN+ Layer 2-5 Endothelial Cell,LEF1
Motor Cortex,cluster,NOSTRIN+ SRGN+ Layer 2-5 Endothelial Cell,CLDN5
Motor Cortex,cluster,NOSTRIN+ SRGN+ Layer 2-5 Endothelial Cell,EMCN
