celltype,metaprogram_description,gene
CD4_T_CELLS,Interferon,IFIT3
CD4_T_CELLS,Glycolysis/MYC,PPA1
CD4_T_CELLS,Naive2,PLAC8
CD4_T_CELLS,Unassigned,EMP3
CD4_T_CELLS,Stress/HSP,BAG3
CD4_T_CELLS,T_reg,TNFRSF1B
CD4_T_CELLS,Naive1,SLC2A3
CD4_T_CELLS,Cell_cycle,TOP2A
CD4_T_CELLS,Cytotoxic,APOBEC3G
CD4_T_CELLS,Dysfunction,IL6ST
CD4_T_CELLS,Interferon,IRF7
CD4_T_CELLS,Glycolysis/MYC,PRMT1
CD4_T_CELLS,Naive2,PRKCQ-AS1
CD4_T_CELLS,Unassigned,LY6E
CD4_T_CELLS,Stress/HSP,CACYBP
CD4_T_CELLS,T_reg,PMAIP1
CD4_T_CELLS,Naive1,BTG2
CD4_T_CELLS,Cell_cycle,PCNA
CD4_T_CELLS,Cytotoxic,HLA-DRB1
CD4_T_CELLS,Dysfunction,LIMS1
CD4_T_CELLS,Interferon,MX2
CD4_T_CELLS,Glycolysis/MYC,SRM
CD4_T_CELLS,Naive2,SNORA76
CD4_T_CELLS,Unassigned,PKM
CD4_T_CELLS,Stress/HSP,DEDD2
CD4_T_CELLS,T_reg,CTSC
CD4_T_CELLS,Naive1,CD55
CD4_T_CELLS,Cell_cycle,TK1
CD4_T_CELLS,Cytotoxic,IFNG
CD4_T_CELLS,Dysfunction,NMB
CD4_T_CELLS,Interferon,OAS1
CD4_T_CELLS,Glycolysis/MYC,TNFRSF4
CD4_T_CELLS,Naive2,TCF7
CD4_T_CELLS,Unassigned,ANXA6
CD4_T_CELLS,Stress/HSP,HSP90AA1
CD4_T_CELLS,T_reg,LAIR2
CD4_T_CELLS,Naive1,YPEL5
CD4_T_CELLS,Cell_cycle,ZWINT
CD4_T_CELLS,Cytotoxic,GZMK
CD4_T_CELLS,Dysfunction,TSHZ2
CD4_T_CELLS,Interferon,OASL
CD4_T_CELLS,Glycolysis/MYC,IL2RA
CD4_T_CELLS,Naive2,TRAT1
CD4_T_CELLS,Unassigned,ARPC1B
CD4_T_CELLS,Stress/HSP,HSPA1A
CD4_T_CELLS,T_reg,TNFRSF9
CD4_T_CELLS,Naive1,ZFP36L2
CD4_T_CELLS,Cell_cycle,BIRC5
CD4_T_CELLS,Cytotoxic,PRF1
CD4_T_CELLS,Dysfunction,KLRB1
CD4_T_CELLS,Interferon,EIF2AK2
CD4_T_CELLS,Glycolysis/MYC,SMS
CD4_T_CELLS,Naive2,APEX1
CD4_T_CELLS,Unassigned,ARPC5
CD4_T_CELLS,Stress/HSP,HSPA6
CD4_T_CELLS,T_reg,GLRX
CD4_T_CELLS,Naive1,NR4A2
CD4_T_CELLS,Cell_cycle,CDK1
CD4_T_CELLS,Cytotoxic,CXCR6
CD4_T_CELLS,Dysfunction,PDCD1
CD4_T_CELLS,Interferon,OAS2
CD4_T_CELLS,Glycolysis/MYC,ATP5G1
CD4_T_CELLS,Naive2,C1ORF162
CD4_T_CELLS,Unassigned,C9ORF16
CD4_T_CELLS,Stress/HSP,HSPE1
CD4_T_CELLS,T_reg,DNPH1
CD4_T_CELLS,Naive1,GIMAP4
CD4_T_CELLS,Cell_cycle,HIST1H4C
CD4_T_CELLS,Cytotoxic,LGALS1
CD4_T_CELLS,Dysfunction,TOX2
CD4_T_CELLS,Interferon,SAMD9
CD4_T_CELLS,Glycolysis/MYC,DUT
CD4_T_CELLS,Naive2,GIMAP5
CD4_T_CELLS,Unassigned,DBI
CD4_T_CELLS,Stress/HSP,MRPL18
CD4_T_CELLS,T_reg,TBC1D4
CD4_T_CELLS,Naive1,PTGER4
CD4_T_CELLS,Cell_cycle,DUT
CD4_T_CELLS,Cytotoxic,RBPJ
CD4_T_CELLS,Dysfunction,MAGEH1
CD4_T_CELLS,Interferon,USP18
CD4_T_CELLS,Glycolysis/MYC,PKM
CD4_T_CELLS,Naive2,LINC00861
CD4_T_CELLS,Unassigned,LSP1
CD4_T_CELLS,Stress/HSP,SERPINH1
CD4_T_CELLS,T_reg,DUSP4
CD4_T_CELLS,Naive1,ALOX5AP
CD4_T_CELLS,Cell_cycle,CENPF
CD4_T_CELLS,Cytotoxic,GNLY
CD4_T_CELLS,Dysfunction,SMCO4
CD4_T_CELLS,Interferon,GBP1
CD4_T_CELLS,Glycolysis/MYC,TIMM13
CD4_T_CELLS,Naive2,PRKCA
CD4_T_CELLS,Unassigned,PRELID1
CD4_T_CELLS,Stress/HSP,SQSTM1
CD4_T_CELLS,T_reg,GBP2
CD4_T_CELLS,Naive1,TRAT1
CD4_T_CELLS,Cell_cycle,HMGN2
CD4_T_CELLS,Cytotoxic,KLRB1
CD4_T_CELLS,Dysfunction,ALOX5AP
CD4_T_CELLS,Interferon,IFI6
CD4_T_CELLS,Glycolysis/MYC,TNFRSF18
CD4_T_CELLS,Naive2,RSL1D1
CD4_T_CELLS,Unassigned,TRAPPC1
CD4_T_CELLS,Stress/HSP,CLK1
CD4_T_CELLS,T_reg,ICOS
CD4_T_CELLS,Naive1,DUSP1
CD4_T_CELLS,Cell_cycle,MAD2L1
CD4_T_CELLS,Cytotoxic,HOPX
CD4_T_CELLS,Dysfunction,FABP5
CD4_T_CELLS,Interferon,ISG20
CD4_T_CELLS,Glycolysis/MYC,TXNDC17
CD4_T_CELLS,Naive2,CCDC109B
CD4_T_CELLS,Unassigned,ANXA2
CD4_T_CELLS,Stress/HSP,DNAJA1
CD4_T_CELLS,T_reg,MAGEH1
CD4_T_CELLS,Naive1,FOSB
CD4_T_CELLS,Cell_cycle,CENPM
CD4_T_CELLS,Cytotoxic,HLA-DPB1
CD4_T_CELLS,Dysfunction,MAF
CD4_T_CELLS,Interferon,PPM1K
CD4_T_CELLS,Glycolysis/MYC,DCTPP1
CD4_T_CELLS,Naive2,EPB41L4A-AS1
CD4_T_CELLS,Unassigned,APRT
CD4_T_CELLS,Stress/HSP,DNAJB4
CD4_T_CELLS,T_reg,TYMP
CD4_T_CELLS,Naive1,CCL5
CD4_T_CELLS,Cell_cycle,SMC4
CD4_T_CELLS,Cytotoxic,AC092580.4
CD4_T_CELLS,Dysfunction,RBPJ
CD4_T_CELLS,Interferon,SAMD9L
CD4_T_CELLS,Glycolysis/MYC,DDX21
CD4_T_CELLS,Naive2,FAM65B
CD4_T_CELLS,Unassigned,ATP5J
CD4_T_CELLS,Stress/HSP,DOK2
CD4_T_CELLS,T_reg,CXCR6
CD4_T_CELLS,Naive1,DNAJB1
CD4_T_CELLS,Cell_cycle,SMC2
CD4_T_CELLS,Cytotoxic,CTSD
CD4_T_CELLS,Dysfunction,NAP1L4
CD4_T_CELLS,Interferon,STAT1
CD4_T_CELLS,Glycolysis/MYC,HSPD1
CD4_T_CELLS,Naive2,GIMAP1
CD4_T_CELLS,Unassigned,CLIC1
CD4_T_CELLS,Stress/HSP,DUSP1
CD4_T_CELLS,T_reg,CD7
CD4_T_CELLS,Naive1,TXNIP
CD4_T_CELLS,Cell_cycle,RRM2
CD4_T_CELLS,Cytotoxic,CXCL13
CD4_T_CELLS,Dysfunction,SLA
CD4_T_CELLS,Interferon,TRIM22
CD4_T_CELLS,Glycolysis/MYC,MRPL12
CD4_T_CELLS,Naive2,GIMAP2
CD4_T_CELLS,Unassigned,COTL1
CD4_T_CELLS,Stress/HSP,HSPB1
CD4_T_CELLS,T_reg,CST7
CD4_T_CELLS,Naive1,SELL
CD4_T_CELLS,Cell_cycle,MCM7
CD4_T_CELLS,Cytotoxic,CKLF
CD4_T_CELLS,Dysfunction,TOX
CD4_T_CELLS,Interferon,IFI44
CD4_T_CELLS,Glycolysis/MYC,NOLC1
CD4_T_CELLS,Naive2,ICAM2
CD4_T_CELLS,Unassigned,ISG15
CD4_T_CELLS,Stress/HSP,ID2
CD4_T_CELLS,T_reg,SAT1
CD4_T_CELLS,Naive1,KLF2
CD4_T_CELLS,Cell_cycle,CDKN3
CD4_T_CELLS,Cytotoxic,HLA-DPA1
CD4_T_CELLS,Dysfunction,BTLA
CD4_T_CELLS,Interferon,MT2A
CD4_T_CELLS,Glycolysis/MYC,PGAM1
CD4_T_CELLS,Naive2,ITGB1
CD4_T_CELLS,Unassigned,KLRB1
CD4_T_CELLS,Stress/HSP,PLIN2
CD4_T_CELLS,T_reg,GADD45A
CD4_T_CELLS,Naive1,GPR171
CD4_T_CELLS,Cell_cycle,PTTG1
CD4_T_CELLS,Cytotoxic,CLEC2B
CD4_T_CELLS,Dysfunction,CD200
CD4_T_CELLS,Interferon,NT5C3A
CD4_T_CELLS,Glycolysis/MYC,PHB
CD4_T_CELLS,Naive2,KLRB1
CD4_T_CELLS,Unassigned,LCP1
CD4_T_CELLS,Stress/HSP,REL
CD4_T_CELLS,T_reg,IL1R2
CD4_T_CELLS,Naive1,GZMA
CD4_T_CELLS,Cell_cycle,KIAA0101
CD4_T_CELLS,Cytotoxic,CTSW
CD4_T_CELLS,Dysfunction,CPM
CD4_T_CELLS,Interferon,OAS3
CD4_T_CELLS,Glycolysis/MYC,SNRPD1
CD4_T_CELLS,Naive2,LPAR6
CD4_T_CELLS,Unassigned,LGALS3
CD4_T_CELLS,Stress/HSP,RGS2
CD4_T_CELLS,T_reg,GBP5
CD4_T_CELLS,Naive1,PLAC8
CD4_T_CELLS,Cell_cycle,CKS2
CD4_T_CELLS,Cytotoxic,HLA-DRA
CD4_T_CELLS,Dysfunction,RGS2
CD4_T_CELLS,Interferon,IFI35
CD4_T_CELLS,Glycolysis/MYC,TUBB
CD4_T_CELLS,Naive2,RASGRP2
CD4_T_CELLS,Unassigned,MT2A
CD4_T_CELLS,Stress/HSP,TCP1
CD4_T_CELLS,T_reg,UGP2
CD4_T_CELLS,Naive1,CD48
CD4_T_CELLS,Cell_cycle,NUDT1
CD4_T_CELLS,Cytotoxic,CD99
CD4_T_CELLS,Dysfunction,SESN1
CD4_T_CELLS,Interferon,TNFSF10
CD4_T_CELLS,Glycolysis/MYC,EBNA1BP2
CD4_T_CELLS,Naive2,SATB1
CD4_T_CELLS,Unassigned,PARK7
CD4_T_CELLS,Stress/HSP,TSPYL2
CD4_T_CELLS,T_reg,AC133644.2
CD4_T_CELLS,Naive1,JUN
CD4_T_CELLS,Cell_cycle,TMEM106C
CD4_T_CELLS,Cytotoxic,ANXA1
CD4_T_CELLS,Dysfunction,CD84
CD4_T_CELLS,Interferon,UBE2L6
CD4_T_CELLS,Glycolysis/MYC,IL1R2
CD4_T_CELLS,Naive2,SH3BP5
CD4_T_CELLS,Unassigned,PSME2
CD4_T_CELLS,Stress/HSP,JUN
CD4_T_CELLS,T_reg,UCP2
CD4_T_CELLS,Naive1,TCF7
CD4_T_CELLS,Cell_cycle,UBE2T
CD4_T_CELLS,Cytotoxic,PDCD1
CD4_T_CELLS,Dysfunction,PASK
CD4_T_CELLS,Interferon,XAF1
CD4_T_CELLS,Glycolysis/MYC,PAICS
CD4_T_CELLS,Naive2,ST13
CD4_T_CELLS,Unassigned,S100A10
CD4_T_CELLS,Stress/HSP,PPP1R15A
CD4_T_CELLS,T_reg,PIM2
CD4_T_CELLS,Naive1,PPP2R5C
CD4_T_CELLS,Cell_cycle,ASF1B
CD4_T_CELLS,Cytotoxic,CCL4L2
CD4_T_CELLS,Dysfunction,TBC1D4
CD4_T_CELLS,Interferon,EPSTI1
CD4_T_CELLS,Glycolysis/MYC,PCNA
CD4_T_CELLS,Naive2,TIMP1
CD4_T_CELLS,Unassigned,SEC61G
CD4_T_CELLS,Stress/HSP,JUNB
CD4_T_CELLS,T_reg,LAYN
CD4_T_CELLS,Naive1,AREG
CD4_T_CELLS,Cell_cycle,DNAJC9
CD4_T_CELLS,Cytotoxic,C12ORF75
CD4_T_CELLS,Dysfunction,THADA
CD4_T_CELLS,Interferon,LY6E
CD4_T_CELLS,Glycolysis/MYC,PRDX1
CD4_T_CELLS,Naive2,TMEM243
CD4_T_CELLS,Unassigned,UCP2
CD4_T_CELLS,Stress/HSP,HSP90AB1
CD4_T_CELLS,T_reg,PKM
CD4_T_CELLS,Naive1,RGCC
CD4_T_CELLS,Cell_cycle,H2AFZ
CD4_T_CELLS,Cytotoxic,CD6
CD4_T_CELLS,Dysfunction,AKAP13
CD4_T_CELLS,Interferon,PARP9
CD4_T_CELLS,Glycolysis/MYC,SNRPE
CD4_T_CELLS,Naive2,TRABD2A
CD4_T_CELLS,Unassigned,BRK1
CD4_T_CELLS,Stress/HSP,MYLIP
CD4_T_CELLS,T_reg,RTKN2
CD4_T_CELLS,Naive1,FOXP1
CD4_T_CELLS,Cell_cycle,CENPW
CD4_T_CELLS,Cytotoxic,COTL1
CD4_T_CELLS,Dysfunction,C9ORF16
CD4_T_CELLS,Interferon,PLSCR1
CD4_T_CELLS,Glycolysis/MYC,CCND2
CD4_T_CELLS,Naive2,FHIT
CD4_T_CELLS,Unassigned,ID2
CD4_T_CELLS,Stress/HSP,TRA2B
CD4_T_CELLS,T_reg,ACP5
CD4_T_CELLS,Naive1,FAM177A1
CD4_T_CELLS,Cell_cycle,ASPM
CD4_T_CELLS,Cytotoxic,LINC00152
CD4_T_CELLS,Dysfunction,CD40LG
CD4_T_CELLS,Interferon,ZBP1
CD4_T_CELLS,Glycolysis/MYC,CCT2
CD4_T_CELLS,Naive2,CD27
CD4_T_CELLS,Unassigned,COPS9
CD4_T_CELLS,Stress/HSP,CHORDC1
CD4_T_CELLS,T_reg,MIR4435-2HG
CD4_T_CELLS,Naive1,NOSIP
CD4_T_CELLS,Cell_cycle,DTYMK
CD4_T_CELLS,Cytotoxic,ANXA2
CD4_T_CELLS,Dysfunction,CHI3L2
CD4_T_CELLS,Interferon,HELZ2
CD4_T_CELLS,Glycolysis/MYC,CCT3
CD4_T_CELLS,Naive2,TAGAP
CD4_T_CELLS,Unassigned,PPP1CA
CD4_T_CELLS,Stress/HSP,SOCS3
CD4_T_CELLS,T_reg,ARID5B
CD4_T_CELLS,Naive1,RARRES3
CD4_T_CELLS,Cell_cycle,FEN1
CD4_T_CELLS,Cytotoxic,DUSP4
CD4_T_CELLS,Dysfunction,CHN1
CD4_T_CELLS,Interferon,PARP14
CD4_T_CELLS,Glycolysis/MYC,EEF1E1
CD4_T_CELLS,Naive2,ALKBH7
CD4_T_CELLS,Unassigned,CORO1A
CD4_T_CELLS,Stress/HSP,BTG2
CD4_T_CELLS,T_reg,PHLDA1
CD4_T_CELLS,Naive1,LMNA
CD4_T_CELLS,Cell_cycle,PCLAF
CD4_T_CELLS,Cytotoxic,GZMM
CD4_T_CELLS,Dysfunction,DUSP4
CD4_T_CELLS,Interferon,RBCK1
CD4_T_CELLS,Glycolysis/MYC,LSM2
CD4_T_CELLS,Naive2,FOXP1
CD4_T_CELLS,Unassigned,TXN
CD4_T_CELLS,Stress/HSP,NUDC
CD4_T_CELLS,T_reg,IL2RB
CD4_T_CELLS,Naive1,SNHG8
CD4_T_CELLS,Cell_cycle,TPX2
CD4_T_CELLS,Cytotoxic,ANKRD28
CD4_T_CELLS,Dysfunction,YWHAQ
CD4_T_CELLS,Interferon,SHFL
CD4_T_CELLS,Glycolysis/MYC,LSM5
CD4_T_CELLS,Naive2,SNHG7
CD4_T_CELLS,Unassigned,TSPO
CD4_T_CELLS,Stress/HSP,ODC1
CD4_T_CELLS,T_reg,SYNGR2
CD4_T_CELLS,Naive1,ZNF331
CD4_T_CELLS,Cell_cycle,TUBB4B
CD4_T_CELLS,Cytotoxic,CCL3
CD4_T_CELLS,Dysfunction,CORO1B
CD4_T_CELLS,Interferon,SP110
CD4_T_CELLS,Glycolysis/MYC,MRPL14
CD4_T_CELLS,Naive2,RIC3
CD4_T_CELLS,Unassigned,IFI27L2
CD4_T_CELLS,Stress/HSP,IRF1
CD4_T_CELLS,T_reg,LTB
CD4_T_CELLS,Naive1,DUSP2
CD4_T_CELLS,Cell_cycle,AURKB
CD4_T_CELLS,Cytotoxic,CD63
CD4_T_CELLS,Dysfunction,COTL1
CD4_T_CELLS,Interferon,STAT2
CD4_T_CELLS,Glycolysis/MYC,NDUFAB1
CD4_T_CELLS,Naive2,IL6ST
CD4_T_CELLS,Unassigned,LCK
CD4_T_CELLS,Stress/HSP,PMAIP1
CD4_T_CELLS,T_reg,CASP1
CD4_T_CELLS,Naive1,IER2
CD4_T_CELLS,Cell_cycle,TMPO
CD4_T_CELLS,Cytotoxic,CD96
CD4_T_CELLS,Dysfunction,TCF7
CD4_T_CELLS,Interferon,DDX58
CD4_T_CELLS,Glycolysis/MYC,NDUFB3
CD4_T_CELLS,Naive2,TSHZ2
CD4_T_CELLS,Unassigned,NEDD8
CD4_T_CELLS,Stress/HSP,ANXA1
CD4_T_CELLS,T_reg,HLA-DRB1
CD4_T_CELLS,Naive1,JUNB
CD4_T_CELLS,Cell_cycle,TUBA1C
CD4_T_CELLS,Cytotoxic,LAG3
CD4_T_CELLS,Dysfunction,TNFRSF18
CD4_T_CELLS,Interferon,HSH2D
CD4_T_CELLS,Glycolysis/MYC,TNFRSF9
CD4_T_CELLS,Naive2,SMDT1
CD4_T_CELLS,Unassigned,PRDX1
CD4_T_CELLS,Stress/HSP,GADD45B
CD4_T_CELLS,T_reg,IFI6
CD4_T_CELLS,Naive1,SOCS3
CD4_T_CELLS,Cell_cycle,DDX39A
CD4_T_CELLS,Cytotoxic,ITGB2
CD4_T_CELLS,Dysfunction,PCAT29
CD4_T_CELLS,Interferon,PALM2-AKAP2
CD4_T_CELLS,Glycolysis/MYC,TXN
CD4_T_CELLS,Naive2,EIF2S3
CD4_T_CELLS,Unassigned,DAD1
CD4_T_CELLS,Stress/HSP,HBP1
CD4_T_CELLS,T_reg,NAMPT
CD4_T_CELLS,Naive1,TMEM123
CD4_T_CELLS,Cell_cycle,KPNA2
CD4_T_CELLS,Cytotoxic,PLIN2
CD4_T_CELLS,Dysfunction,PVALB
CD4_T_CELLS,Interferon,PARP10
CD4_T_CELLS,Glycolysis/MYC,SSBP1
CD4_T_CELLS,Naive2,PIM2
CD4_T_CELLS,Unassigned,APOBEC3G
CD4_T_CELLS,Stress/HSP,FABP5
CD4_T_CELLS,T_reg,CORO1B
CD4_T_CELLS,Naive1,TOB1
CD4_T_CELLS,Cell_cycle,PHF19
CD4_T_CELLS,Cytotoxic,ZEB2
CD4_T_CELLS,Dysfunction,SFXN1
CD4_T_CELLS,Interferon,RTP4
CD4_T_CELLS,Glycolysis/MYC,DNPH1
CD4_T_CELLS,Naive2,PRMT2
CD4_T_CELLS,Unassigned,YWHAQ
CD4_T_CELLS,Stress/HSP,CCL20
CD4_T_CELLS,T_reg,LGALS1
CD4_T_CELLS,Naive1,ZFP36
CD4_T_CELLS,Cell_cycle,KIF22
CD4_T_CELLS,Cytotoxic,JUN
CD4_T_CELLS,Dysfunction,NUDT16
CD4_T_CELLS,Interferon,CHST12
CD4_T_CELLS,Glycolysis/MYC,TOMM40
CD4_T_CELLS,Naive2,CREBRF
CD4_T_CELLS,Unassigned,GZMA
CD4_T_CELLS,Stress/HSP,NEU1
CD4_T_CELLS,T_reg,BTG3
CD4_T_CELLS,Naive1,LEPROTL1
CD4_T_CELLS,Cell_cycle,CCNA2
CD4_T_CELLS,Cytotoxic,BHLHE40
CD4_T_CELLS,Dysfunction,AHI1
CD4_T_CELLS,Interferon,LAP3
CD4_T_CELLS,Glycolysis/MYC,EIF5B
CD4_T_CELLS,Naive2,SORL1
CD4_T_CELLS,Unassigned,ANXA5
CD4_T_CELLS,Stress/HSP,GEM
CD8_T_CELLS,Cytotoxic,GZMB
CD8_T_CELLS,Cell_cycle,STMN1
CD8_T_CELLS,Memory/Naive1,FOS
CD8_T_CELLS,Interferon,MX1
CD8_T_CELLS,Unassigned1,GIMAP7
CD8_T_CELLS,Naive2,SELL
CD8_T_CELLS,Glycolysis/MYC,FABP5
CD8_T_CELLS,Chromatin,NEAT1
CD8_T_CELLS,Unassigned2,COTL1
CD8_T_CELLS,Heat_shock,HSPA1B
CD8_T_CELLS,Naive3,KLRB1
CD8_T_CELLS,Dysfunction,TNFRSF18
CD8_T_CELLS,Cytotoxic,GZMH
CD8_T_CELLS,Cell_cycle,TUBB
CD8_T_CELLS,Memory/Naive1,IL7R
CD8_T_CELLS,Interferon,ISG15
CD8_T_CELLS,Unassigned1,GIMAP4
CD8_T_CELLS,Naive2,TMEM123
CD8_T_CELLS,Glycolysis/MYC,NME1
CD8_T_CELLS,Chromatin,SYNE2
CD8_T_CELLS,Unassigned2,PPP1CA
CD8_T_CELLS,Heat_shock,HSPH1
CD8_T_CELLS,Naive3,LTB
CD8_T_CELLS,Dysfunction,ARID5B
CD8_T_CELLS,Cytotoxic,PRF1
CD8_T_CELLS,Cell_cycle,TUBA1B
CD8_T_CELLS,Memory/Naive1,DUSP1
CD8_T_CELLS,Interferon,IFI6
CD8_T_CELLS,Unassigned1,GZMK
CD8_T_CELLS,Naive2,CCR7
CD8_T_CELLS,Glycolysis/MYC,C1QBP
CD8_T_CELLS,Chromatin,MACF1
CD8_T_CELLS,Unassigned2,PSME2
CD8_T_CELLS,Heat_shock,HSPA1A
CD8_T_CELLS,Naive3,RORA
CD8_T_CELLS,Dysfunction,BATF
CD8_T_CELLS,Cytotoxic,CCL4
CD8_T_CELLS,Cell_cycle,HMGB2
CD8_T_CELLS,Memory/Naive1,GPR183
CD8_T_CELLS,Interferon,OASL
CD8_T_CELLS,Unassigned1,ATRX
CD8_T_CELLS,Naive2,LTB
CD8_T_CELLS,Glycolysis/MYC,RANBP1
CD8_T_CELLS,Chromatin,AHNAK
CD8_T_CELLS,Unassigned2,ARPC1B
CD8_T_CELLS,Heat_shock,HSPA6
CD8_T_CELLS,Naive3,IL7R
CD8_T_CELLS,Dysfunction,NR3C1
CD8_T_CELLS,Cytotoxic,GNLY
CD8_T_CELLS,Cell_cycle,CKS1B
CD8_T_CELLS,Memory/Naive1,LTB
CD8_T_CELLS,Interferon,IFI44L
CD8_T_CELLS,Unassigned1,TXNIP
CD8_T_CELLS,Naive2,NOSIP
CD8_T_CELLS,Glycolysis/MYC,EIF5A
CD8_T_CELLS,Chromatin,GOLGB1
CD8_T_CELLS,Unassigned2,FKBP1A
CD8_T_CELLS,Heat_shock,HSPB1
CD8_T_CELLS,Naive3,NCR3
CD8_T_CELLS,Dysfunction,TIGIT
CD8_T_CELLS,Cytotoxic,GZMA
CD8_T_CELLS,Cell_cycle,NUSAP1
CD8_T_CELLS,Memory/Naive1,JUNB
CD8_T_CELLS,Interferon,RSAD2
CD8_T_CELLS,Unassigned1,TRAF3IP3
CD8_T_CELLS,Naive2,EIF3L
CD8_T_CELLS,Glycolysis/MYC,NHP2
CD8_T_CELLS,Chromatin,KMT2A
CD8_T_CELLS,Unassigned2,LGALS1
CD8_T_CELLS,Heat_shock,ZFAND2A
CD8_T_CELLS,Naive3,SPOCK2
CD8_T_CELLS,Dysfunction,CXCL13
CD8_T_CELLS,Cytotoxic,ALOX5AP
CD8_T_CELLS,Cell_cycle,PCNA
CD8_T_CELLS,Memory/Naive1,BTG2
CD8_T_CELLS,Interferon,IFIT3
CD8_T_CELLS,Unassigned1,ARGLU1
CD8_T_CELLS,Naive2,IL7R
CD8_T_CELLS,Glycolysis/MYC,PKM
CD8_T_CELLS,Chromatin,AKAP9
CD8_T_CELLS,Unassigned2,CAP1
CD8_T_CELLS,Heat_shock,CACYBP
CD8_T_CELLS,Naive3,TMIGD2
CD8_T_CELLS,Dysfunction,PKM
CD8_T_CELLS,Cytotoxic,CCL4L2
CD8_T_CELLS,Cell_cycle,TYMS
CD8_T_CELLS,Memory/Naive1,FOSB
CD8_T_CELLS,Interferon,OAS1
CD8_T_CELLS,Unassigned1,KIAA1551
CD8_T_CELLS,Naive2,RSL1D1
CD8_T_CELLS,Glycolysis/MYC,TNFRSF9
CD8_T_CELLS,Chromatin,ANKRD11
CD8_T_CELLS,Unassigned2,ENO1
CD8_T_CELLS,Heat_shock,HSPD1
CD8_T_CELLS,Naive3,CCR6
CD8_T_CELLS,Dysfunction,TNFRSF4
CD8_T_CELLS,Cytotoxic,KLRD1
CD8_T_CELLS,Cell_cycle,DUT
CD8_T_CELLS,Memory/Naive1,NFKBIA
CD8_T_CELLS,Interferon,STAT1
CD8_T_CELLS,Unassigned1,KLRG1
CD8_T_CELLS,Naive2,TCF7
CD8_T_CELLS,Glycolysis/MYC,CXCL13
CD8_T_CELLS,Chromatin,NKTR
CD8_T_CELLS,Unassigned2,MT2A
CD8_T_CELLS,Heat_shock,AHSA1
CD8_T_CELLS,Naive3,CTSH
CD8_T_CELLS,Dysfunction,UCP2
CD8_T_CELLS,Cytotoxic,CD63
CD8_T_CELLS,Cell_cycle,UBE2C
CD8_T_CELLS,Memory/Naive1,DNAJB1
CD8_T_CELLS,Interferon,PLSCR1
CD8_T_CELLS,Unassigned1,MPHOSPH8
CD8_T_CELLS,Naive2,KLF2
CD8_T_CELLS,Glycolysis/MYC,SNRPE
CD8_T_CELLS,Chromatin,SMG1
CD8_T_CELLS,Unassigned2,TPI1
CD8_T_CELLS,Heat_shock,DNAJA1
CD8_T_CELLS,Naive3,FKBP11
CD8_T_CELLS,Dysfunction,C9ORF16
CD8_T_CELLS,Cytotoxic,HOPX
CD8_T_CELLS,Cell_cycle,HMGN2
CD8_T_CELLS,Memory/Naive1,YPEL5
CD8_T_CELLS,Interferon,SAMD9L
CD8_T_CELLS,Unassigned1,BTN3A2
CD8_T_CELLS,Naive2,LDHB
CD8_T_CELLS,Glycolysis/MYC,ATP5G1
CD8_T_CELLS,Chromatin,SYNE1
CD8_T_CELLS,Unassigned2,TUBB
CD8_T_CELLS,Heat_shock,HSPE1
CD8_T_CELLS,Naive3,CCL20
CD8_T_CELLS,Dysfunction,CD27
CD8_T_CELLS,Cytotoxic,NKG7
CD8_T_CELLS,Cell_cycle,SMC4
CD8_T_CELLS,Memory/Naive1,ZNF331
CD8_T_CELLS,Interferon,TNFSF10
CD8_T_CELLS,Unassigned1,CMC1
CD8_T_CELLS,Naive2,LEF1
CD8_T_CELLS,Glycolysis/MYC,CCT2
CD8_T_CELLS,Chromatin,ATRX
CD8_T_CELLS,Unassigned2,PARK7
CD8_T_CELLS,Heat_shock,MRPL18
CD8_T_CELLS,Naive3,HPGD
CD8_T_CELLS,Dysfunction,DNPH1
CD8_T_CELLS,Cytotoxic,CST7
CD8_T_CELLS,Cell_cycle,TOP2A
CD8_T_CELLS,Memory/Naive1,GZMK
CD8_T_CELLS,Interferon,IFI35
CD8_T_CELLS,Unassigned1,PNISR
CD8_T_CELLS,Naive2,PIK3IP1
CD8_T_CELLS,Glycolysis/MYC,ENO1
CD8_T_CELLS,Chromatin,DDX17
CD8_T_CELLS,Unassigned2,S100A4
CD8_T_CELLS,Heat_shock,PPP1R15A
CD8_T_CELLS,Naive3,IL4I1
CD8_T_CELLS,Dysfunction,BIRC3
CD8_T_CELLS,Cytotoxic,GZMK
CD8_T_CELLS,Cell_cycle,HIST1H4C
CD8_T_CELLS,Memory/Naive1,CD69
CD8_T_CELLS,Interferon,IFIT1
CD8_T_CELLS,Unassigned1,TBC1D10C
CD8_T_CELLS,Naive2,MAL
CD8_T_CELLS,Glycolysis/MYC,PGAM1
CD8_T_CELLS,Chromatin,GPRIN3
CD8_T_CELLS,Unassigned2,APOBEC3G
CD8_T_CELLS,Heat_shock,SERPINH1
CD8_T_CELLS,Naive3,LST1
CD8_T_CELLS,Dysfunction,CTLA4
CD8_T_CELLS,Cytotoxic,CCL3
CD8_T_CELLS,Cell_cycle,CDK1
CD8_T_CELLS,Memory/Naive1,ANXA1
CD8_T_CELLS,Interferon,GBP1
CD8_T_CELLS,Unassigned1,DDX17
CD8_T_CELLS,Naive2,SATB1
CD8_T_CELLS,Glycolysis/MYC,PRDX1
CD8_T_CELLS,Chromatin,SMCHD1
